index,source,target
153,"≪Jungle Survey≫
Strange Bird Pursuit{j}Hunt 1 Yian Kut-Ku{j}Deliver 2 Wyvern Tears{j}20 Vespoid{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}この密林で鳥のような奇声が
聞こえたら、それは間違いな
く怪鳥≪イャンクック≫ね！
イャンクックが狩猟できれば
狩りの腕もなかなかのもので
す！耳元で音を鳴らせばナミ
ダをこぼすこともあるとか？",
154,"≪Jungle Survey≫
A Blue Monster Sighting{j}Hunt 1 Blue Yian Kut-Ku{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}この密林で鳥のような奇声が
聞こえたら、それは間違いな
く怪鳥≪イャンクック≫ね！
イャンクックといえば普通は
ピンクの体色なんだけど、今
回は体色が青いって話です！
亜種に間違いないですね！",
155,"≪Jungle Survey≫
Strange Bird Pursuit{j}Hunt 1 Yian Kut-Ku{j}Deliver 4 Aged Mushroom{j}Deliver 10 Kelbi Horn{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}≪イャンクック≫を狩猟する
ことができれば、狩りの腕は
なかなかのものですよ！
もし余裕があれば熟成キノコ
作りにも挑戦してください。
≪マカ漬けの壷≫に特産キノ
コを入れて埋める。簡単よ！",
156,"≪Jungle Survey≫
Waterside Daimyo{j}1 Daimyo Hermitaur{j}Deliver 8 Carapaceon Brains{j}Break Daimyo Hermitaur's Skull{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}この季節の水辺には、盾蟹
≪ダイミョウザザミ≫が姿を
現すことがあります！硬い殻
に守られた体にダメージを与
えるのは容易くないですよ！
ヤオザミから≪ザザミソ≫を
剥いで納めてもＯＫですよ！",
157,"≪Jungle Survey≫
The Pink Beast's Territory{j}Hunt 1 Congalala{j}3 Conga{j}Deliver 2 Select Mushroom{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}桃毛獣≪ババコンガ≫は食い
意地の張った牙獣で、特にキ
ノコ系の食べ物には目がない
って話です！もちろん子分の
コンガもキノコが大好き！
特産キノコを多めに持ってれ
ば出てくるかも知れません。",
158,"≪Jungle Survey≫
The Pink Beast's Territory{j}Hunt 1 Congalala{j}Deliver 2 Territorial Dung{j}None{j}Complete Main Objective or
Complete Sub-A{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}≪ババコンガ≫の珍妙な行動
に騙されちゃダメですよ！
戦闘中に食事をしたと思えば
猛烈に怒ってみたり、フンを
してみたり…。
まぁ、フンは自分のなわばり
を主張するものですけどね。",
159,"≪Jungle Survey≫
The Queen of the Land{j}Hunt 1 Rathian{j}Sever Rathian's Tail{j}Deliver 20 Royal Rhino{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}≪リオレイア≫の別名は陸の
女王！その異名は決してウソ
じゃなく、何人もの狩人が
彼女の前に屈してるんです！
≪リオレイア≫を狩れたなら
それは狩人として独り立ちを
意味するでしょう！",
160,"≪Jungle Survey≫
Jungle Cherry Blossoms{j}Hunt 1 Pink Rathian{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}≪リオレイア≫には亜種が
いるらしいですよ！桜色に身
を包んだ女王は、原種よりも
気性の荒い困った女王様だっ
て！討伐するか捕獲するか、
相手の状態と自分の状況を
見極めることが大事ですよ！",
161,"≪Jungle Survey≫
The Queen of the Land{j}Hunt 1 Rathian{j}Deliver 4 Wyvern Egg{j}Deliver 2 Carnivore Egg{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}≪リオレイア≫を狩れたなら
それは狩人として独り立ちを
意味します。相手は陸の女王
って異名を持つほどです…。
ケタ違いの力差を感じたら、
巣から≪飛竜の卵≫を奪って
今回は勝ちとしましょう！",
162,"≪Jungle Survey≫
The Jungle Tearing Storm{j}1 Kushala{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}古龍クシャルダオラは今まで
狩猟してきたモンスターとは
まったく異質…、その存在力
は雨を嵐に変えるほどです。
捕獲なんて無理なことは考え
ないで慎重かつ着実に攻撃を
重ねるしかないと思います！",
163,"≪Jungle Survey≫
The Jungle Tearing Storm{j}1 Kushala{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}古龍クシャルダオラは今まで
狩猟してきたモンスターとは
まったく異質…、その存在力
は雨を嵐に変えるほどです。
捕獲なんて無理なことは考え
ないで慎重かつ着実に攻撃を
重ねるしかないと思います！",
164,"≪Jungle Survey≫
The Jungle's Illusionist{j}1 Chameleos{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}オオナズチは古龍種の中でも
異端視されている存在です。
密林の雨は彼に味方するよう
に激しさを増すでしょう…。
捕獲なんて無理なことは考え
ないで慎重かつ着実に攻撃を
重ねるしかないと思います！",
165,"≪Jungle Survey≫
The Jungle's Illusionist{j}1 Chameleos{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}オオナズチは古龍種の中でも
異端視されている存在です。
密林の雨は彼に味方するよう
に激しさを増すでしょう…。
捕獲なんて無理なことは考え
ないで慎重かつ着実に攻撃を
重ねるしかないと思います！",
166,"≪Desert Survey≫
The Leaping Desert Hunter{j}Hunt 1 Gendrome{j}12 Genprey{j}Deliver 4 100 Flower Cactus{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}砂漠に群れるゲネポスの親玉
≪ドスゲネポス≫は、一回り
大きな体に鋭い爪が特徴です！
ドスゲネポスの狩猟が困難な
場合は、≪マカ漬けの壷≫に
≪サボテンの花≫を入れて、
≪百花サボテン≫の納品を！",
167,"≪Desert Survey≫
The Leaping Desert Hunter{j}Hunt 1 Gendrome{j}Deliver 3 Herbivore Egg{j}8 Apceros{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}≪ドスゲネポス≫を狩猟して
くれる方を募集します！
ゆとりがありそうな場合は、
この季節に採れる≪草食竜の
卵≫を納品してください。
栄養満点で商人や美食家たち
に大人気の品物なんです！",
168,"≪Desert Survey≫
The Sand Swimming Wyvern{j}Hunt 1 Cephadrome{j}Deliver 6 Piscine Liver{j}8 Cephalos{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}砂の中を自在に泳ぐガレオス
たちは、とにかく狩猟が大変
で、ボスの≪ドスガレオス≫
ときたら、それはもう根気と
の戦いといっても過言じゃ
ないです！大きな音や衝撃で
地上に出すのが大事ですよ！",
169,"≪Desert Survey≫
A Skeletal Inheritance{j}1 Daimyo Hermitaur{j}Deliver 8 Carapaceon Brains{j}12 Genprey{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}≪ダイミョウザザミ≫は普段
は砂に潜ってることが多い
です。狩猟をするなら忘れな
いようにして下さい。
盾蟹と呼ばれるだけあって身
を固められたら面倒ですよ！",
170,"≪Desert Survey≫
Jade Submerged in Water{j}Hunt 1 Green Plesioth{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}この季節の砂漠ではときおり
ガノトトスの亜種が出没する
んです！なんでも翡翠のよう
に綺麗な体色をしてるんです
って！とはいってもガノトト
スを狩猟するのは簡単ではあ
りません。油断禁物ですよ！",
171,"≪Desert Survey≫
The Creature Beneath the Lake{j}Hunt 1 Plesioth{j}Fish Out Plesioth{j}Deliver 4 Goldenfish{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}砂漠の水辺には太古の魚竜、
≪ガノトトス≫が獲物を狙い
潜んでいる可能性が高いです！
≪釣りカエル≫でガノトトス
を一本釣りする場合は、人の
気配が少ないことが重要です！
仲間がいる場合はエリアの外に
出てもらい、１対１で勝負を！",
172,"≪Desert Survey≫
Cherry Blossoms in the Sands{j}Hunt 1 Pink Rathian{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}砂漠地帯に桜色のあざやかな
体色を持つ≪リオレイア≫が
出たという報告が入りました！
希少性の高い珍しい亜種です！
我こそは狩猟に挑戦すると
いう狩人さんは、当ギルドの
カウンターまで来て下さい！",
173,"≪Desert Survey≫
Dismembering Horns{j}Hunt 1 Diablos{j}Break 2 Diablos Horn{j}Deliver 6 Secret Pouch{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}≪ディアブロス≫は砂漠の
生態系において、他の生物と
は別格の強暴さを誇るモンス
ターです！突進にはねられた
ら再起不能のダメージを受け
てしまうでしょう。角だけで
も、折れば報酬を払います！",
174,"≪Desert Survey≫
Two Jet Black Horns{j}Hunt 1 Black Diablos{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}黒ずんだ体色を持つひときわ
恐ろしい容姿のディアブロス
が目撃されました！亜種に間
違いないようですね。
果たして、この亜種の狩猟を
成功させられる狩人がこのギ
ルドに存在するのかしら…？",
175,"≪Desert Survey≫
The Sand Storm's Herald{j}1 Kushala{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}古龍クシャルダオラは今まで
狩猟してきたモンスターとは
まったく異質…、自分の無力
さを知ることになるかも…。
捕獲なんて無理なことは考え
ないで慎重かつ着実に攻撃を
重ねるしかないと思います！",
176,"≪Desert Survey≫
The Sand Storm's Herald{j}1 Kushala{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}古龍クシャルダオラは今まで
狩猟してきたモンスターとは
まったく異質…、自分の無力
さを知ることになるかも…。
捕獲なんて無理なことは考え
ないで慎重かつ着実に攻撃を
重ねるしかないと思います！",
177,"≪Desert Survey≫
Hot Sands, Scorching Flame{j}1 Teostra{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}炎王龍テオ・テスカトルは炎
の化身とも云われる古龍で、
ケタ違いの威圧感と強暴性は
他のモンスターとは別格…。
捕獲なんて無理なことは考え
ないで慎重かつ着実に攻撃を
重ねるしかないと思います！",
178,"≪Desert Survey≫
Hot Sands, Scorching Flame{j}1 Teostra{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}炎王龍テオ・テスカトルは炎
の化身とも云われる古龍で、
ケタ違いの威圧感と強暴性は
他のモンスターとは別格…。
捕獲なんて無理なことは考え
ないで慎重かつ着実に攻撃を
重ねるしかないと思います！",
179,"≪Swamp Survey≫
Commander of the Red Pack{j}Hunt 1 Iodrome{j}20 Hornetaur{j}Deliver 15 Specialty Mushroom{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}イーオスたちが活発に騒いで
いるってことは、親玉の≪ド
スイーオス≫がいる可能性が
高いです！あの毒液をまとも
に受けてしまうと、命を落と
しかねません！解毒系アイテ
ムを忘れないでくださいね！",
180,"≪Swamp Survey≫
Commander of the Red Pack{j}Hunt 1 Iodrome{j}Deliver 4 Aged Mushroom{j}Deliver 15 Specialty Mushroom{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}≪ドスイーオス≫はドスラン
ポスや、ドスゲネポスに比べ
一発の攻撃力が高いです！
身の危険を感じたら、沼地に
生える≪特産キノコ≫を納品
して下さい！≪マカ漬けの壷≫
で熟成にしてもＯＫです！",
181,"≪Swamp Survey≫
Charging Wild Boars{j}Hunt 1 Bulldrome{j}10 Bullfango{j}5 Bullfango{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}沼地はブルファンゴたちが棲
むのに最も適した環境です。
≪ドスファンゴ≫の狩猟に臨
む狩人さんは、できるだけ多
くのブルファンゴも討伐して
頂けますようお願いします！
勿論、報酬は支払います！",
182,"≪Swamp Survey≫
A Poison Bird in the Wetlands{j}Hunt 1 Gypceros{j}Deliver 3 Sootstone Ore{j}20 Hornetaur{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}≪ゲリョス≫は別名、毒怪鳥
と呼ばれるモンスターです！
呼び名のとおり、毒液を吐き
散らして暴れまわる迷惑な怪
鳥です！自分の身の危機を感
じると死んだふりをするズル
賢い面もあるのでご注意を！",
183,"≪Swamp Survey≫
Poisonous Purple Runaway{j}Hunt 1 Purple Gypceros{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}毒怪鳥≪ゲリョス≫の亜種が
沼地に現れました！体色が紫
色の不気味な容姿をしている
ようです！光り物を好み集め
る習性があるので、トサカを
破壊すれば、貴重な石が手に
入ることもあるみたいです！",
184,"≪Swamp Survey≫
A Poison Bird in the Wetlands{j}Hunt 1 Gypceros{j}Deliver 3 Sootstone Ore{j}Break Gypceros' Lightcrystal{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}≪ゲリョス≫は別名、毒怪鳥
と呼ばれるモンスターです！
毒液を吐くだけじゃなく、
目を眩ませる強い閃光を放つ
こともあります。トサカを
破壊できれば閃光を防ぐこと
ができるみたいですよ！",
185,"≪Swamp Survey≫
A Queen's Dance upon the Marsh{j}Hunt 1 Rathian{j}Deliver 2 Wyvern Tears{j}Deliver 2 Select Mushroom{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}≪リオレイア≫を狩れたなら
それは狩人として独り立ちを
意味します。狩人たちの間で
有名な謳い文句ですが、女王
を泣かせることができたら、
もっと凄いことですよね？
水を大量に飲めば泣くとか？",
186,"≪Swamp Survey≫
Scythes Within the Swamp{j}1 Shogun Ceanataur{j}Break Shogun Ceanataur's Claws{j}Deliver 10 Goldenfish{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}≪ショウグンギザミ≫は鎌蟹
とも呼ばれる甲殻生物です！
盾蟹が守りなら鎌蟹は攻め！
力強く振り下ろされる鋭い爪
は大抵のものを切り裂いてし
まうみたい！狩猟が困難なら
ツメを破壊して戻って下さい！",
187,"≪Swamp Survey≫
Scythes Within the Swamp{j}1 Shogun Ceanataur{j}Deliver 3 Sootstone Ore{j}Deliver 6 Secret Pouch{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}≪ショウグンギザミ≫は別名
鎌蟹と呼ばれるほど、鋭くて
強力な爪を持つ甲殻生物よ！
また、この季節は沼地で≪灰
水晶の原石≫も採掘できるわ。
運がよければ、報酬でライト
クリスタルが手に入るかもね！",
188,"≪Swamp Survey≫
Gluttonous Beasts{j}Hunt 1 Congalala{j}6 Conga{j}3 Conga{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}この季節の沼地にはコンガが
多く生息しているみたい！
親玉の≪ババコンガ≫とは群
れずに生活しているけれど、
逆をいえば群れる必要がない
ほど個々が強いという裏付け
でもあるわ。注意して下さい！",
189,"≪Swamp Survey≫
Gluttonous Beasts{j}Hunt 1 Congalala{j}Deliver 6 Khezu Whlp Ice Crm{j}5 Bullfango{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}≪ババコンガ≫の投げるフン
に当たると回復系のアイテム
が使えなくなりますよ！
≪ババコンガ≫の狩猟が困難
な場合は地中にいる≪フルフ
ルベビー≫を山菜ジイさんと
交換して、交換後のアイテム
を納品してくださいね！",
190,"≪Swamp Survey≫
Silence{j}1 Chameleos{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}オオナズチは古龍種の中でも
異端視されている存在です。
姿無きところから姿を現わし
熟練の狩人でも手に負えない。
捕獲なんて無理なことは考え
ないで慎重かつ着実に攻撃を
重ねるしかないと思います！",
191,"≪Swamp Survey≫
Silence{j}1 Chameleos{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}オオナズチは古龍種の中でも
異端視されている存在です。
姿無きところから姿を現わし
熟練の狩人でも手に負えない。
捕獲なんて無理なことは考え
ないで慎重かつ着実に攻撃を
重ねるしかないと思います！",
192,"≪Swamp Survey≫
The Flaming King・Teostra{j}1 Teostra{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}炎王龍テオ・テスカトルは炎
の化身とも云われる古龍。
炎をまといしその姿は近づく
だけでその者の命を削る…。
捕獲なんて無理なことは考え
ないで慎重かつ着実に攻撃を
重ねるしかないと思います！",
193,"≪Swamp Survey≫
The Flaming King・Teostra{j}1 Teostra{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}炎王龍テオ・テスカトルは炎
の化身とも云われる古龍。
炎をまといしその姿は近づく
だけでその者の命を削る…。
捕獲なんて無理なことは考え
ないで慎重かつ着実に攻撃を
重ねるしかないと思います！",
194,"≪Snowy Mountain Survey≫
Frigid Hunting{j}Hunt 1 Bulldrome{j}8 Popo{j}None{j}Complete Main Objective or
Complete Sub-A{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}雪山で狩猟に臨む場合は、
≪ホットドリンク≫を忘れず
に持って行ってくださいね！
≪ポポ≫の討伐で、ある程度
雪山の環境に慣れてから、
≪ドスファンゴ≫を狩猟した
方が確実かも知れませんね！",
195,"≪Snowy Mountain Survey≫
A Red Shadow in the Snowdrift{j}Hunt 1 Red Khezu{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}雪原を這う赤影が目撃された
ようです！≪フルフル≫の亜
種に間違いありません！今の
季節の雪山はブランゴたちが
エサを求めて群生してます！
フルフルとブランゴ、同時に
相手をしないようご注意を！",
196,"≪Snowy Mountain Survey≫
A White Shadow in the Darkness{j}Hunt 1 Khezu{j}Deliver 6 Khezu Whlp Ice Crm{j}Deliver 6 Anteka Antlers{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}≪フルフル≫ってモンスター
は幼生期を地面の中で過ごす
ため、目よりも鼻が利くと言
われてます。親の狩猟が困難
な場合は地中にいる≪フルフ
ルベビー≫を山菜ジイさんと
交換して、交換後のアイテム
を納品してくださいね！",
197,"≪Snowy Mountain Survey≫
Lord of the Beasts{j}Hunt 1 Blangonga{j}10 Blango{j}5 Blango{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}この季節の雪山はブランゴ
一家の独壇場…、その数は尋
常じゃないです！ブランゴは
親玉の≪ドドブランゴ≫の
指示に従って、群れを成して
襲い掛かってくるハズです！
囲まれないようにご注意を！",
198,"≪Snowy Mountain Survey≫
Lord of the Beasts{j}Hunt 1 Blangonga{j}Deliver 5 Carnivore Egg{j}10 Giaprey{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}≪ドドブランゴ≫は雪山を治
める主です！なわばりを侵す
者への攻撃は容赦なしです！
あっ、この季節は珍しい種の
ランポスが卵を育てに現れる
みたいです。≪肉食竜の卵≫
は触らない方がいいですよ！",
199,"≪Snowy Mountain Survey≫
The Phantom of the Snow{j}1 Kirin{j}Place Guild Flag at summit{j}None{j}Complete Main Objective or
Complete Sub-A{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}古龍種に属される≪キリン≫
は、特定の生息域を持たない
うえにその個体数の少なさか
ら≪幻獣≫とも呼ばれる生き
物です。雪山に行くなら山頂
にウチの≪ギルドフラッグ≫
を立ててきてくださいね♪",
200,"≪Snowy Mountain Survey≫
The Phantom of the Snow{j}1 Kirin{j}Deliver 6 Secret Pouch{j}None{j}Complete Main Objective or
Complete Sub-A{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}古龍種に属される≪キリン≫
は、雷を自在にあやつるさま
から≪幻獣≫と呼ばれる生き
物です。アイテムを≪メラル
ー≫に奪われたら焦らず取り
返しましょう！逆にポーチを
拾えるかも知れないですよ？",
201,"≪Snowy Mountain Survey≫
The Stormcaller{j}1 Kushala{j}Sever Kushala's Tail{j}None{j}Complete Main Objective or
Complete Sub-A{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}古龍クシャルダオラは今まで
狩猟してきたモンスターとは
まったく異質、その存在力は
雪原を吹雪に変えるほど…。
捕獲なんて無理なことは考え
ないで慎重かつ着実に攻撃を
重ねるしかないと思います！",
202,"≪Snowy Mountain Survey≫
The Stormcaller{j}1 Kushala{j}Sever Kushala's Tail{j}None{j}Complete Main Objective or
Complete Sub-A{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}古龍クシャルダオラは今まで
狩猟してきたモンスターとは
まったく異質、その存在力は
雪原を吹雪に変えるほど…。
捕獲なんて無理なことは考え
ないで慎重かつ着実に攻撃を
重ねるしかないと思います！",
203,"≪Volcano Survey≫
The Poison Ruler{j}Hunt 1 Iodrome{j}15 Ioprey{j}None{j}Complete Main Objective or
Complete Sub-A{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}火山地帯で≪ドスイーオス≫
を狩猟するのは、少し面倒か
も知れないです！体力を消耗
したドスイーオスは、狩人が
体力を消耗する、嫌な場所に
逃げ込む可能性があります！
逃さないのがコツですよ！",
204,"≪Volcano Survey≫
The Rock Trap{j}Hunt 1 Basarios{j}Deliver 12 Coal{j}20 Vespoid{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}≪バサルモス≫の狩猟に臨む
なら岩場から探してみるとい
いですよ！岩に紛れて隠れて
るケースが多いですからね！
採掘をする予定があるなら
是非とも≪燃石炭≫を納品し
てく下さい！エネルギー源と
して重宝される品なんです！",
205,"≪Volcano Survey≫
The Rock Trap{j}Hunt 1 Basarios{j}Deliver 12 Coal{j}Break Basarios' Chest{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}≪バサルモス≫は鉱石を食べ
て成長するためその外殻には
鉱石が含まれてることが多い
です。部位を破壊することで、
採掘しなくても鉱石が入手
できることもあるみたいです
よ！これは一石二鳥ですね！",
206,"≪Volcano Survey≫
Burning Conqueror{j}Hunt 1 Gravios{j}Deliver 4 Powderstone{j}Deliver 2 Powderstone{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}≪グラビモス≫は灼熱の覇者
とも呼ばれてて、燃石や鉱石
を食べて異常なまでの硬度に
発達した外殻には、相当に磨
かれた装備が必要ですよ！鎧
竜の目を盗んで≪火薬岩≫を
納めてくれてもいいですよ！",
207,"≪Volcano Survey≫
Blackened Subspecies{j}Hunt 1 Black Gravios{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}火山の噴煙にまみれて≪グラ
ビモス≫の黒い亜種が出現し
たらしいです！その容姿は見
る者を震え上がらせるって！
でも、鎧竜って呼ばれるのは
体を守る鎧があるからよね？
鎧を壊せばどうなのかしら？",
208,"≪Volcano Survey≫
Ceiling Stalking Scythes{j}1 Shogun Ceanataur{j}6 Remobra{j}Deliver 6 Secret Pouch{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}鎌蟹≪ショウグンギザミ≫は
その奇妙な足関節を使って、
天井にまで登るらしいです！
狩猟が困難な場合、この季節
火口付近を飛び回る≪ガブラ
ス≫を討伐して、貴重な食材
を入手するのもお勧めです！",
209,"≪Volcano Survey≫
The Flaming King{j}1 Teostra{j}Sever Teo's Tail{j}None{j}Complete Main Objective or
Complete Sub-A{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}炎王龍テオ・テスカトルは炎
の化身とも云われる古龍…。
火山では全ての炎や熱が彼に
味方してるって話です…。
捕獲なんて無理なことは考え
ないで慎重かつ着実に攻撃を
重ねるしかないと思います！",
210,"≪Volcano Survey≫
The Flaming King{j}1 Teostra{j}Sever Teo's Tail{j}None{j}Complete Main Objective or
Complete Sub-A{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}炎王龍テオ・テスカトルは炎
の化身とも云われる古龍…。
火山では全ての炎や熱が彼に
味方してるって話です…。
捕獲なんて無理なことは考え
ないで慎重かつ着実に攻撃を
重ねるしかないと思います！",
211,"≪Tower Survey≫
Lightning atop the Tower{j}1 Kirin{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}この地の彼方に眠る、謎多き
未開の地≪古塔≫に、幻獣
≪キリン≫が現れたようです！
古塔へはいつでも行けるわけ
じゃなく、天候や気候を始め
とする環境が安定してる期間
だけです。頑張って下さい！",
212,"≪Tower Survey≫
Lightning atop the Tower{j}1 Kirin{j}None{j}None{j}Achieve Main Objective{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}この地の彼方に眠る、謎多き
未開の地≪古塔≫に、幻獣
≪キリン≫が現れたようです！
古塔へはいつでも行けるわけ
じゃなく、天候や気候を始め
とする環境が安定してる期間
だけです。頑張って下さい！",
213,"≪Volcano Survey≫
Ceiling Stalking Scythes{j}1 Shogun Ceanataur{j}Break Shogun Ceanataur's Claws{j}8 Hermitaur{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}鎌蟹≪ショウグンギザミ≫は
その奇妙な足関節を使って、
天井にまで登るらしいです！
この季節の火山では、子供た
ち≪ガミザミ≫も数多く生息
してるハズです！それぞれの
鋭い爪には要注意ですよ！",
214,"≪Jungle Survey≫
Adapt to the Jungle!{j}Deliver 8 Specialty Mushroom{j}Deliver 5 Royal Rhino{j}Deliver 6 Raw Meat{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}密林地帯に生える特産キノコ
を８つ探して納めて下さい！
この寒冷期になると≪ロイヤ
ルカブト≫は減りますが、
≪特産キノコ≫が豊富です！
まずは密林を知り、密林に慣
れることから始めましょう。",
215,"≪Jungle Survey≫
Adapt to the Jungle!{j}Deliver 8 Specialty Mushroom{j}Deliver 5 Royal Rhino{j}Deliver 6 Raw Meat{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}密林地帯に生える特産キノコ
を８つ探して納めて下さい！
この繁殖期は草食タイプの
モンスターが多くなるので、
≪生肉≫の納品も簡単です！
まずは密林を知り、密林に慣
れることから始めましょう。",
216,"≪Swamp Survey≫
A White Shadow in the Darkness{j}Hunt 1 Khezu{j}Deliver 6 Khezu Whlp Ice Crm{j}Deliver 2 Select Mushroom{j}Complete Main Objective or
Complete Sub-A or B{j}Zero Rewards
Time Runs out{j}大衆酒場ギルド{j}暗闇を這う白影が目撃され
たようです！白影の正体、
≪フルフル≫の狩猟に臨む
なら、地上ばかりを見てたら
ダメですよ！一切の音を消し
て天井から襲い掛かかるのが
大のお得意みたいですから！",
