index,source,target
454,心で引くと伝わる和弓。{j}放つ矢には電撃を帯びる。{j}{c07}ＳＰ武器：LV7{/c},Fires electrically charged{j}arrows. Passion is required.{j}{c07}SP weapon: Lv7{/c}.
455,火属性の弓。塗料で素材の耐{j}火性を飛躍的に高めている。{j}{c07}ＳＰ武器：LV1{/c},A Bow with fire attributes.{j}Coated in fireproof paint.{j}{c07}SP weapon: Lv1{/c}.
456,火属性の弓。塗料で素材の耐{j}火性を飛躍的に高めている。{j}{c07}ＳＰ武器：LV2{/c},A Bow with fire attributes.{j}Coated in fireproof paint.{j}{c07}SP weapon: Lv2{/c}.
457,火属性の弓。塗料で素材の耐{j}火性を飛躍的に高めている。{j}{c07}ＳＰ武器：LV3{/c},A Bow with fire attributes.{j}Coated in fireproof paint.{j}{c07}SP weapon: Lv3{/c}.
458,火属性の弓。塗料で素材の耐{j}火性を飛躍的に高めている。{j}{c07}ＳＰ武器：LV4{/c},A Bow with fire attributes.{j}Coated in fireproof paint.{j}{c07}SP weapon: Lv4{/c}.
459,火属性の弓。塗料で素材の耐{j}火性を飛躍的に高めている。{j}{c07}ＳＰ武器：LV5{/c},A Bow with fire attributes.{j}Coated in fireproof paint.{j}{c07}SP weapon: Lv5{/c}.
460,火属性の弓。塗料で素材の耐{j}火性を飛躍的に高めている。{j}{c07}ＳＰ武器：LV6{/c},A Bow with fire attributes.{j}Coated in fireproof paint.{j}{c07}SP weapon: Lv6{/c}.
461,火属性の弓。塗料で素材の耐{j}火性を飛躍的に高めている。{j}{c07}ＳＰ武器：LV7{/c},A Bow with fire attributes.{j}Coated in fireproof paint.{j}{c07}SP weapon: Lv7{/c}.
462,黒檀のような材質の黒い弓。{j}{c07}ＳＰ武器：LV1{/c},Ebony-colored Bow.{j}{c07}SP weapon: Lv1{/c}.
463,黒檀のような材質の黒い弓。{j}{c07}ＳＰ武器：LV2{/c},Ebony-colored Bow.{j}{c07}SP weapon: Lv2{/c}.
464,黒檀のような材質の黒い弓。{j}{c07}ＳＰ武器：LV3{/c},Ebony-colored Bow.{j}{c07}SP weapon: Lv3{/c}.
465,黒檀のような材質の黒い弓。{j}{c07}ＳＰ武器：LV4{/c},Ebony-colored Bow.{j}{c07}SP weapon: Lv4{/c}.
466,黒檀のような材質の黒い弓。{j}{c07}ＳＰ武器：LV5{/c},Ebony-colored Bow.{j}{c07}SP weapon: Lv5{/c}.
467,黒檀のような材質の黒い弓。{j}{c07}ＳＰ武器：LV6{/c},Ebony-colored Bow.{j}{c07}SP weapon: Lv6{/c}.
468,黒檀のような材質の黒い弓。{j}{c07}ＳＰ武器：LV7{/c},Ebony-colored Bow.{j}{c07}SP weapon: Lv7{/c}.
469,圧倒的な力の存在を感じさせ{j}る目にも鮮やかな緑色の剛弓。{j}{c07}ＳＰ武器：LV1{/c},Bright green Bow with{j}obvious destructive power.{j}{c07}SP weapon: Lv1{/c}.
470,圧倒的な力の存在を感じさせ{j}る目にも鮮やかな緑色の剛弓。{j}{c07}ＳＰ武器：LV2{/c},Bright green Bow with{j}obvious destructive power.{j}{c07}SP weapon: Lv2{/c}.
471,圧倒的な力の存在を感じさせ{j}る目にも鮮やかな緑色の剛弓。{j}{c07}ＳＰ武器：LV3{/c},Bright green Bow with{j}obvious destructive power.{j}{c07}SP weapon: Lv3{/c}.
472,圧倒的な力の存在を感じさせ{j}る目にも鮮やかな緑色の剛弓。{j}{c07}ＳＰ武器：LV4{/c},Bright green Bow with{j}obvious destructive power.{j}{c07}SP weapon: Lv4{/c}.
473,圧倒的な力の存在を感じさせ{j}る目にも鮮やかな緑色の剛弓。{j}{c07}ＳＰ武器：LV5{/c},Bright green Bow with{j}obvious destructive power.{j}{c07}SP weapon: Lv5{/c}.
474,圧倒的な力の存在を感じさせ{j}る目にも鮮やかな緑色の剛弓。{j}{c07}ＳＰ武器：LV6{/c},Bright green Bow with{j}obvious destructive power.{j}{c07}SP weapon: Lv6{/c}.
475,圧倒的な力の存在を感じさせ{j}る目にも鮮やかな緑色の剛弓。{j}{c07}ＳＰ武器：LV7{/c},Bright green Bow with{j}obvious destructive power.{j}{c07}SP weapon: Lv7{/c}.
476,磨きに磨きあげ眩く輝く大弓。{j}目立ちすぎるのが玉に傷。{j}{c07}ＳＰ武器：LV1{/c},"Big, shiny Bow that stands{j}out a little too much...{j}{c07}SP weapon: Lv1{/c}."
477,磨きに磨きあげ眩く輝く大弓。{j}目立ちすぎるのが玉に傷。{j}{c07}ＳＰ武器：LV2{/c},"Big, shiny Bow that stands{j}out a little too much...{j}{c07}SP weapon: Lv2{/c}."
478,磨きに磨きあげ眩く輝く大弓。{j}目立ちすぎるのが玉に傷。{j}{c07}ＳＰ武器：LV3{/c},"Big, shiny Bow that stands{j}out a little too much...{j}{c07}SP weapon: Lv3{/c}."
479,磨きに磨きあげ眩く輝く大弓。{j}目立ちすぎるのが玉に傷。{j}{c07}ＳＰ武器：LV4{/c},"Big, shiny Bow that stands{j}out a little too much...{j}{c07}SP weapon: Lv4{/c}."
480,磨きに磨きあげ眩く輝く大弓。{j}目立ちすぎるのが玉に傷。{j}{c07}ＳＰ武器：LV5{/c},"Big, shiny Bow that stands{j}out a little too much...{j}{c07}SP weapon: Lv5{/c}."
481,磨きに磨きあげ眩く輝く大弓。{j}目立ちすぎるのが玉に傷。{j}{c07}ＳＰ武器：LV6{/c},"Big, shiny Bow that stands{j}out a little too much...{j}{c07}SP weapon: Lv6{/c}."
482,磨きに磨きあげ眩く輝く大弓。{j}目立ちすぎるのが玉に傷。{j}{c07}ＳＰ武器：LV7{/c},"Big, shiny Bow that stands{j}out a little too much...{j}{c07}SP weapon: Lv7{/c}."
483,遠方の国で非常に珍重される{j}翡翠の色を持った弓。{j}{c07}ＳＰ武器：LV1{/c},Bow that's the color of rare{j}jade from a faraway land.{j}{c07}SP weapon: Lv1{/c}.
484,遠方の国で非常に珍重される{j}翡翠の色を持った弓。{j}{c07}ＳＰ武器：LV2{/c},Bow that's the color of rare{j}jade from a faraway land.{j}{c07}SP weapon: Lv2{/c}.
485,遠方の国で非常に珍重される{j}翡翠の色を持った弓。{j}{c07}ＳＰ武器：LV3{/c},Bow that's the color of rare{j}jade from a faraway land.{j}{c07}SP weapon: Lv3{/c}.
486,遠方の国で非常に珍重される{j}翡翠の色を持った弓。{j}{c07}ＳＰ武器：LV4{/c},Bow that's the color of rare{j}jade from a faraway land.{j}{c07}SP weapon: Lv4{/c}.
487,遠方の国で非常に珍重される{j}翡翠の色を持った弓。{j}{c07}ＳＰ武器：LV5{/c},Bow that's the color of rare{j}jade from a faraway land.{j}{c07}SP weapon: Lv5{/c}.
488,遠方の国で非常に珍重される{j}翡翠の色を持った弓。{j}{c07}ＳＰ武器：LV6{/c},Bow that's the color of rare{j}jade from a faraway land.{j}{c07}SP weapon: Lv6{/c}.
489,遠方の国で非常に珍重される{j}翡翠の色を持った弓。{j}{c07}ＳＰ武器：LV7{/c},Bow that's the color of rare{j}jade from a faraway land.{j}{c07}SP weapon: Lv7{/c}.
490,0,
491,0,
492,0,
493,0,
494,0,
495,0,
496,0,
497,0,
498,0,
499,0,
500,0,
501,0,
502,0,
503,0,
504,0,
505,0,
506,0,
507,0,
508,0,
509,0,
510,0,
511,0,
512,0,
513,0,
514,0,
515,0,
516,0,
517,0,
518,0,
519,0,
520,0,
521,0,
522,0,
523,0,
524,0,
525,0,
526,0,
527,0,
528,0,
529,0,
530,0,
531,0,
532,0,
533,0,
534,0,
535,0,
536,0,
537,0,
538,0,
539,0,
540,0,
541,0,
542,0,
543,0,
544,0,
545,0,
546,0,
547,0,
548,0,
549,0,
550,0,
551,0,
552,0,
553,0,
554,0,
555,0,
556,0,
557,0,
558,0,
559,0,
560,0,
561,0,
562,0,
563,0,
564,0,
565,0,
566,0,
567,0,
568,0,
569,0,
570,0,
571,0,
572,0,
573,0,
574,0,
575,0,
576,0,
577,0,
578,0,
579,0,
580,0,
581,0,
582,0,
583,0,
584,0,
585,0,
586,0,
587,0,
588,0,
589,0,
590,0,
591,0,
592,0,
593,0,
594,0,
595,0,
596,0,
597,0,
598,0,
599,0,
600,0,
601,0,
602,0,
603,0,
604,0,
605,0,
606,0,
607,0,
608,0,
609,0,
610,0,
611,0,
612,0,
613,0,
614,0,
615,0,
616,0,
617,0,
618,0,
619,0,
620,0,
621,0,
622,0,
623,0,
624,0,
625,0,
626,0,
627,0,
628,0,
629,0,
630,0,
631,0,
632,0,
633,0,
634,0,
635,0,
636,0,
637,0,
638,0,
639,0,
640,0,
641,0,
642,0,
643,0,
644,0,
645,0,
646,0,
647,0,
648,0,
649,0,
650,{c03}LV1 散弾{/c}、{c03}水冷弾{/c}が{c03}速射{/c}{j}対応。ぬいぐるみの様に見え{j}るが、破壊力は脅威の一言。,"Looks like a toy, but highly{j}destructive. {c03}Rapid fires{/c}{j}{c03}Pellet S Lv1{/c} and {c03}Water S{/c}."
651,{c03}LV1 散弾{/c}、{c03}水冷弾{/c}が{c03}速射{/c}{j}対応。ぬいぐるみの様に見え{j}るが、破壊力は脅威の一言。,"Looks like a toy, but highly{j}destructive. {c03}Rapid fires{/c}{j}{c03}Pellet S Lv1{/c} and {c03}Water S{/c}."
652,{c03}LV1 散弾{/c}、{c03}水冷弾{/c}が{c03}速射{/c}{j}対応。ぬいぐるみの様に見え{j}るが、破壊力は脅威の一言。,"Looks like a toy, but highly{j}destructive. {c03}Rapid fires{/c}{j}{c03}Pellet S Lv1{/c} and {c03}Water S{/c}."
653,{c03}LV2 通常弾{/c}、{c03}LV1 散弾{/c}が{j}{c03}速射{/c}対応。純粋な殺傷力{j}のみを追求して設計された。,Designed with nothing but{j}power in mind. {c03}Rapid fires{/c}{j}{c03}Normal S Lv2{/c} & {c03}Pellet S Lv1{/c}.
654,{c03}LV2 通常弾{/c}、{c03}LV1 散弾{/c}が{j}{c03}速射{/c}対応。純粋な殺傷力{j}のみを追求して設計された。,Designed with nothing but{j}power in mind. {c03}: Rapid fires{/c}{j}{c03}Normal S Lv2{/c} & {c03}Pellet S Lv1{/c}.
655,{c03}LV2 通常弾{/c}、{c03}LV1 散弾{/c}が{j}{c03}速射{/c}対応。純粋な殺傷力{j}のみを追求して設計された。,Designed with nothing but{j}power in mind. {c03}: Rapid fires{/c}{j}{c03}Normal S Lv2{/c} & {c03}Pellet S Lv1{/c}.
656,狩猟におけるあらゆる局面に{j}対応する事を目的に設計され{j}たライトボウガン。,A Light Bowgun designed to{j}deal with every eventuality{j}in a Hunter's life.
657,狩猟におけるあらゆる局面に{j}対応する事を目的に設計され{j}たライトボウガン。,A Light Bowgun designed to{j}deal with every eventuality{j}in a Hunter's life.
658,狩猟におけるあらゆる局面に{j}対応する事を目的に設計され{j}たライトボウガン。,A Light Bowgun designed to{j}deal with every eventuality{j}in a Hunter's life.
659,稀少な鉱物を使用したライト{j}ボウガン。{c03}LV1 通常弾{/c}と{j}{c03}火炎弾{/c}の{c03}速射{/c}が可能。,Light Bowgun made from a{j}rare mineral. {c03}Rapid fires{/c}{j}{c03}Normal S Lv1{/c} &{c03}Flaming S{/c}.
660,稀少な鉱物を使用したライト{j}ボウガン。{c03}LV1 散弾{/c}と{j}{c03}LV1 貫通弾{/c}の{c03}速射{/c}が可能。,Light Bowgun made from a{j}rare mineral. {c03}Rapid fires{/c}{j}{c03}Pellet S Lv1{/c} & {c03}Pierce S Lv1{/c}.
661,稀少な鉱物を使用したライト{j}ボウガン。{c03}LV2 通常弾{/c}と{j}{c03}火炎弾{/c}の{c03}速射{/c}が可能。,Light Bowgun made from a{j}rare mineral. {c03}Rapid fires{/c}{j}{c03}Normal S Lv1{/c} & {c03}Flaming S{/c}.
662,カンタロスの素材を使った驚{j}くべき軽さの猟弓。{j}圧倒的な手数を誇る。,A surprisngly tough Bow made{j}from Hornetaur parts.{j}Extremely easy to handle.
663,ヤマツカミの背に生えた龍木{j}から削り出された神秘的な弓。{j}加工の技法は口伝でのみ残る。,Mysterious Bow crafted from{j}dragonwood taken from a Yama{j}Tsukami's back.
664,高威力が自慢の猟弓。{j}その弦は非常に重く、力が無{j}ければ引くことも適わない。,A very powerful Bow with a{j}thick string that takes real{j}strength to pull back.
665,スティールレイヴンの設計図{j}を元に、異なる金属で新たに{j}開発された弓。,"Based on the Steel Raven,{j}this Bow was redeveloped{j}using a different mineral."
666,スティールレイヴンの設計図{j}を元に、異なる金属で新たに{j}開発された弓。,"Based on the Steel Raven,{j}this Bow was redeveloped{j}using a different mineral."
667,スティールレイヴンの設計図{j}を元に、異なる金属で新たに{j}開発された弓。,"Based on the Steel Raven,{j}this Bow was redeveloped{j}using a different mineral."
668,スティールレイヴンの設計図{j}を元に、異なる金属で新たに{j}開発された弓。,"Based on the Steel Raven,{j}this Bow was redeveloped{j}using a different mineral."
669,更に強度の高い金属を使用。{j}素人お断りの過激仕様。{j}{c07}ＳＰ武器{/c},"Designed for pros only, and{j}made from a very hard metal.{j}{c07}SP weapon{/c}."
670,灼熱を纏う漆黒の巨砲。{j}その火力は万物を灰塵に帰す。{j}{c07}ＳＰ武器{/c},Burning black cannon that{j}turns any fortress into ash.{j}{c07}SP weapon{/c}.
671,鬼ヶ島をモデルに、最新技術{j}で開発されたライトボウガン。{j}{c07}ＳＰ武器{/c},A Demonlock redeveloped{j}using the latest technology.{j}{c07}SP weapon{/c}.
672,頑固職人が頑固にリメイク。{j}{c03}LV1 貫通弾{/c}の{c03}速射{/c}対応。{j}{c07}ＳＰ武器{/c},Remade by the stubborn{j}artisan. {c03}Rapid fires{/c}{j}{c03}Pierce S Lv1{/c}. {c07}SP weapon{/c}.
673,{c03}LV1 貫通弾{/c}、{c03}LV1 徹甲榴弾{/c}が{j}{c03}速射{/c}対応。試作機５２番目{j}にして、完成した秘密兵器。,A completed protoype{j}weapon. {c03}Rapid fires{/c} {j}{c03}Pierce S Lv1{/c} & {c03}Crag S Lv1{/c}.
674,{c03}LV1 貫通弾{/c}、{c03}LV1 徹甲榴弾{/c}が{j}{c03}速射{/c}対応。試作を重ね、遂に{j}完成した最終型秘密兵器。,Final version of a protoype{j}weapon. {c03}Rapid fires{/c} {j}{c03}Pierce S Lv1{/c} & {c03}Crag S Lv1{/c}.
675,特殊な技法で作成された{j}規格外の高機能弓。{j}{c02}≪剛種武器≫{/c},Bow packed with non-standard{j}features made using special{j}technology. {c02}<Tough Weapon>{/c}
676,空陸の素材を合わせた重弩。{j}火竜の如き圧倒的火力を誇る。{j}{c07}ＳＰ武器{/c},Crossbow made from mixed{j}materials. As powerful as a{j}Fire Dragon. {c07}SP weapon{/c}.
677,出所が不明のライトボウガン。{j}その構造には謎が多い。{j}{c07}ＳＰ武器{/c},Curiously constructed Light{j}Bowgun of unknown origin.{j}{c07}SP weapon{/c}.
678,アクラ・ヴァシムの丈夫な殻を{j}用いて製作された、シンプルな{j}性能のヘビィボウガン。,Simply contructed Heavy {j}Bowgun made from an{j}Vashimu's shell.
679,アクラ・ヴァシムのしなやかな{j}素材を用いることで高威力化に{j}成功した傑作ヘビィボウガン。,"A Heavy Bowgun designed for{j}power, and made from a{j}supple Vashimu body part."
680,永遠の輝きを放つ重弩。{j}稀少な煌びやかな鉱石を{j}贅沢に使用して創られた。,"A crossbow with an eternal{j}shine, made from a rare and{j}valuable mineral."
681,永遠の輝きを放つ重弩。{j}稀少な煌びやかな鉱石を{j}贅沢に使用して創られた。,"A crossbow with an eternal{j}shine, made from a rare and{j}valuable mineral."
682,永遠の輝きを放つ重弩。{j}稀少な煌びやかな鉱石を{j}贅沢に使用して創られた。,"A crossbow with an eternal{j}shine, made from a rare and{j}valuable mineral."
683,スティールパッファの設計図{j}を元に、異なる金属で新たに{j}開発されたヘビィボウガン。,"Based on the Steel Puffer,{j}this Bowgun was redeveloped{j}using a different mineral."
684,スティールパッファの設計図{j}を元に、異なる金属で新たに{j}開発されたヘビィボウガン。,"Based on the Steel Puffer,{j}this Bowgun was redeveloped{j}using a different mineral."
685,スティールパッファの設計図{j}を元に、異なる金属で新たに{j}開発されたヘビィボウガン。,"Based on the Steel Puffer,{j}this Bowgun was redeveloped{j}using a different mineral."
686,灼熱を纏う白き巨砲。{j}その火力は万物を蒸発させる。{j}{c07}ＳＰ武器{/c},Huge white cannon that turns{j}its targets into puffs of{j}smoke. {c07}SP weapon{/c}.
687,荒ぶる牙獣の面構えを再現した{j}雄々しいライトボウガン。,A manly Light Bowgun. Looks{j}like a brutal Pelagus head.
688,荒ぶる牙獣の面構えを再現した{j}野性味溢れるライトボウガン。,A rustic Light Bowgun. Looks{j}like a brutal Pelagus head.
689,{c03}LV1 徹甲榴弾{/c}、{c03}火炎弾{/c}が{j}{c03}速射{/c}対応。炎妃龍への熱い{j}想いが込められている、模型。,Imbued with a Lunastra's{j}passion. {c03}Rapid fires{/c}{j}{c03}Crag S Lv1{/c} & {c03}Flaming S{/c}.
690,{c03}LV1 徹甲榴弾{/c}、{c03}火炎弾{/c}が{j}{c03}速射{/c}対応。本物の炎妃龍の素{j}材を用いる事で飛躍的に強化。,Made from strong Lunastra{j}body parts. {c03}Rapid fires{/c}{j}{c03}Crag S Lv1{/c} & {c03}Flaming S{/c}.
691,{c03}LV1 徹甲榴弾{/c}、{c03}火炎弾{/c}が{j}{c03}速射{/c}対応。本物の炎妃龍の素{j}材を用いる事で飛躍的に強化。,Made from strong Lunastra{j}body parts. {c03}Rapid fires{/c}{j}{c03}Crag S Lv1{/c} & {c03}Flaming S{/c}.
692,生肉に近く、炙る事で旨味が{j}凝縮されたボウガン。{c03}火炎弾{/c}、{j}{c03}氷結弾{/c}が{c03}速射{/c}対応。,Bowgun made of meat that's{j}almost raw. {c03}Rapid fires{/c}{j}{c03}Flaming S{/c} & {c03}Freeze S{/c}.
693,赤身が残り、肉汁の旨味が{j}広がるボウガン。{c03}火炎弾{/c}、{j}{c03}氷結弾{/c}が{c03}速射{/c}対応。,"Bowgun made of red, juicy{j}meat. {c03}Rapid fires{/c}{j}{c03}Flaming S{/c} & {c03}Freeze S{/c}."
694,濃厚な旨味と溢れ出す肉汁が{j}堪らないボウガン。{c03}火炎弾{/c}、{j}{c03}氷結弾{/c}が{c03}速射{/c}対応。,"Bowgun made of tasty, juicy{j}meat. {c03}Rapid fires{/c}{j}{c03}Flaming S{/c} & {c03}Freeze S{/c}."
695,{c03}LV1 貫通弾{/c}、{c03}電撃弾{/c}が{j}{c03}速射{/c}対応。狙われた獲物に、{j}生き延びる術は無し。,Its victims don't stand a{j}chance. {c03}Rapid fires{/c}{j}{c03}Pierce S Lv1{/c} & {c03}Thunder S{/c}.
696,{c03}LV1 貫通弾{/c}、{c03}電撃弾{/c}が{j}{c03}速射{/c}対応。狙われた獲物に、{j}生き延びる術は無し。,Its victims don't stand a{j}chance. {c03}Rapid fires{/c}{j}{c03}Pierce S Lv1{/c} & {c03}Thunder S{/c}.
697,{c03}LV1 貫通弾{/c}、{c03}電撃弾{/c}が{j}{c03}速射{/c}対応。狙われた獲物に、{j}生き延びる術は無し。,Its victims don't stand a{j}chance. {c03}Rapid fires{/c}{j}{c03}Pierce S Lv1{/c} & {c03}Thunder S{/c}.
698,峡谷で新たに発見された鉱石を{j}用いた非常に硬い剛弓。,Very tough bow made from a{j}new ore found in the Canyon.
699,峡谷で新たに発見された鉱石を{j}用いた非常に硬い剛弓。,Very tough bow made from a{j}new ore found in the Canyon.
700,峡谷で新たに発見された鉱石を{j}用いた非常に硬い剛弓。,Very tough bow made from a{j}new ore found in the Canyon.
701,狙った獲物は逃がさないと噂{j}される独特な形状をした弓。{j}１本１本の矢が非常に重い。,Oddly shaped Bow that no{j}prey can hope to escape.{j}Fires very heavy arrows.
702,狙った獲物は逃がさないと噂{j}される独特な形状をした弓。{j}１本１本の矢が非常に重い。,Oddly shaped Bow that no{j}prey can hope to escape.{j}Fires very heavy arrows.
703,狙った獲物は逃がさないと噂{j}される独特な形状をした弓。{j}１本１本の矢が非常に重い。,Oddly shaped Bow that no{j}prey can hope to escape.{j}Fires very heavy arrows.
704,狙った獲物は逃がさないと噂{j}される独特な形状をした弓。{j}１本１本の矢が非常に重い。,Oddly shaped Bow that no{j}prey can hope to escape.{j}Fires very heavy arrows.
705,真赤なネコ型ライトボウガン。{j}{c03}LV1 通常弾{/c}、{c03}火炎弾{/c}が{j}{c03}速射{/c}対応。{c07}ＳＰ武器{/c},"Red, Felyne-shaped Light{j}Bowgun. {c03}Rapid fires{/c}{j}{c03}Flaming S{/c}. {c07}SP weapon{/c}."
706,火薬の相性から作成の難しい{j}ライトボウガン。{c03}LV2 通常弾{/c}{j}{c03}水冷弾{/c}が{c03}速射{/c}対応。,Made from materials that{j}don't mix with gunpowder...{j}{c03}Rapid fires{/c} {c03}Water S{/c}.
707,火薬の相性から作成の難しい{j}ライトボウガン。{c03}LV2 通常弾{/c}{j}{c03}水冷弾{/c}が{c03}速射{/c}対応。,Made from materials that{j}don't mix with gunpowder...{j}{c03}Rapid fires{/c} {c03}Water S{/c}.
708,匠の手により完成した脅威の{j}名器。{c03}LV2 通常弾{/c}、{c03}水冷弾{/c}が{j}{c03}超速射{/c}対応。{c02}≪剛種武器≫{/c},Mady by a skilled craftsman.{j}{c03}Rapid fire+:{/c} {c03}Normal S Lv 2{/c} &{j}{c03}Water S{/c}. {c02}<Tough Weapon>{/c}
709,星の閃光を秘めたボウガン。{j}稀少な鉱物を使用し創られた。{j}{c03}LV2 通常弾{/c}が{c03}速射{/c}対応。,Bowgun made from a rare ore{j}that gleams like the stars.{j}{c03}Rapid fires{/c} {c03}Normal S Lv2{/c}.
710,星の閃光を秘めたボウガン。{j}稀少な鉱物を使用し創られた。,Bowgun made from a rare ore{j}that gleams like the stars.
711,星の閃光を秘めたボウガン。{j}稀少な鉱物を使用し創られた。{j}{c03}LV1 散弾{/c}が{c03}速射{/c}対応。,Bowgun made from a rare ore{j}that gleams like the stars.{j}{c03}Rapid fires{/c} {c03}Normal S Lv2{/c}.
712,工房の職人達と獣人達の{j}コラボレーションにより{j}誕生したヘビィボウガン。,Heavy Bowgun built through a{j}collaboration between Smithy{j}craftsmen and the Lynians.
713,工房の職人達と獣人達の{j}コラボレーションにより{j}誕生したヘビィボウガン。,Heavy Bowgun built through a{j}collaboration between Smithy{j}craftsmen and the Lynians.
714,束ねた雷を番えて放ち、{j}流星の如き軌跡を描く。{j}{c02}≪剛種武器≫{/c},Fires thunder-loaded arrows{j}that streak across the sky.{j}{c02}<Tough Weapon>{/c}
715,束ねた雷を番えて放ち、{j}流星の如き軌跡を描く。{j}{c02}≪剛種武器≫{/c},Fires thunder-loaded arrows{j}that streak across the sky.{j}{c02}<Tough Weapon>{/c}
716,全てを貫く、脅威の水弓。{j}甲殻種素材と水の相性の良さを{j}その性能の高さで証明する。,A water Bow that will pierce{j}anything. Proof that water{j}and Carapaceons go together.
717,古龍の素材を加えることで、{j}攻撃力、火力共に、さらなる{j}強化に成功した青怪鳥の火弓。,"A Bow made from Elder Dragon{j}parts, making it an improved{j}weapon all round."
718,スティールレイヴンの設計図{j}を元に、異なる金属で新たに{j}開発された弓。,"Based on the Steel Raven,{j}this Bow was redeveloped{j}using a different mineral."
719,スティールレイヴンの設計図{j}を元に、異なる金属で新たに{j}開発された弓。,"Based on the Steel Raven,{j}this Bow was redeveloped{j}using a different mineral."
720,スティールレイヴンの設計図{j}を元に、異なる金属で新たに{j}開発された弓。,"Based on the Steel Raven,{j}this Bow was redeveloped{j}using a different mineral."
721,スティールレイヴンの設計図{j}を元に、異なる金属で新たに{j}開発された弓。,"Based on the Steel Raven,{j}this Bow was redeveloped{j}using a different mineral."
722,不吉なことの前兆とされてきた{j}ガブラスを敢えて模すことで{j}厄除けの品としても使われる。,"Despite its ominous Remobra{j}shape, this weapon actually{j}wards off evil."
723,ガブラスの滑らかな皮は大変{j}人気が高いため素材持参でない{j}となかなか手に入らない。,"Smooth Remobra hides are so{j}popular, you usually have to{j}supply your own."
724,厳かな輝きを放つ重弩。{j}華麗な鉱石を卓越した{j}技術を使用して創られた。,A heavy Crossbow that glows{j}solemnly. Expertly made from{j}some magnificent materials.
725,厳かな輝きを放つ重弩。{j}華麗な鉱石を卓越した{j}技術を使用して創られた。,A heavy Crossbow that glows{j}solemnly. Expertly made from{j}some magnificent materials.
726,厳かな輝きを放つ重弩。{j}華麗な鉱石を卓越した{j}技術を使用して創られた。,A heavy Crossbow that glows{j}solemnly. Expertly made from{j}some magnificent materials.
727,構造を単純化することで威力{j}の上昇を狙った青き重弩。{j}{c07}ＳＰ武器{/c},Blue crossbow with a simple{j}construction that focuses on{j}power. {c07}SP weapon{/c}.
728,揺らめく陽炎纏いし{j}最強の爆炎銃。{c03}火炎弾{/c}が{j}{c03}超速射{/c}対応。{c02}≪剛種武器≫{/c},Surrounded by a shimmering{j}heat haze. {c03}Rapid fire+:{/c}{j}{c03}Flaming S{/c}. {c02}<Tough Weapon>{/c}
729,獲物を確実に麻痺させる事を{j}目的に開発された軽弩。{j}{c03}LV1 貫通弾{/c}が{c03}速射{/c}対応。,A light Bow designed to{j}paralyze its target.{j}{c03}Rapid fires{/c} {c03}Pierce S Lv1{/c}.
730,獲物を確実に麻痺させる事を{j}目的に開発された軽弩。{j}{c03}LV1 貫通弾{/c}が{c03}速射{/c}対応。,"A light Bow, designed to{j}paralyze its target.{j}{c03}Rapid fires{/c} {c03}Pierce S Lv1{/c}."
731,獲物を確実に麻痺させる事を{j}目的に開発された軽弩。{j}{c03}LV1 貫通弾{/c}が{c03}速射{/c}対応。,"A light Bow, designed to{j}paralyze its target.{j}{c03}Rapid fires{/c} {c03}Pierce S Lv1{/c}."
732,獲物を確実に猛毒に冒す事を{j}目的に開発された軽弩。{j}{c03}LV2 通常弾{/c}が{c03}速射{/c}対応。,A light Bow designed to{j}acutely poison its target.{j}{c03}Rapid fires{/c} {c03}Pierce S Lv1{/c}.
733,獲物を確実に猛毒に冒す事を{j}目的に開発された軽弩。{j}{c03}LV2 通常弾{/c}が{c03}速射{/c}対応。,A light Bow designed to{j}acutely poison its target.{j}{c03}Rapid fires{/c} {c03}Pierce S Lv1{/c}.
734,獲物を確実に猛毒に冒す事を{j}目的に開発された軽弩。{j}{c03}LV2 通常弾{/c}が{c03}速射{/c}対応。,A light Bow designed to{j}acutely poison its target.{j}{c03}Rapid fires{/c} {c03}Pierce S Lv1{/c}.
735,異様な雰囲気をまとった赤い{j}ライトボウガン。{c03}LV2通常弾{/c}、{j}{c03}LV1徹甲榴弾{/c}が{c03}速射{/c}対応。,Red Bowgun with a somewhat{j}curious air. {c03}Rapid fires{/c}{j}{c03}Normal S Lv2{/c} & {c03}Crag S Lv1{/c}.
736,ハンターの狩猟を助ける赤い{j}ライトボウガン。{c03}LV2通常弾{/c}、{j}{c03}LV1徹甲榴弾{/c}が{c03}速射{/c}対応。,Red Bowgun that's saved many{j}a Hunter. {c03}Rapid fires{/c}{j}{c03}Normal S Lv2{/c} & {c03}Crag S Lv1{/c}.
737,ハンターの狩猟を助ける赤い{j}ライトボウガン。{c03}LV2通常弾{/c}、{j}{c03}LV1徹甲榴弾{/c}が{c03}速射{/c}対応。,Red Bowgun that's saved many{j}a Hunter. {c03}Rapid fires{/c}{j}{c03}Normal S Lv2{/c} & {c03}Crag S Lv1{/c}.
738,スティールキリーを異なる{j}金属でリメイク。{c03}LV2 通常弾{j}氷結弾{/c}が{c03}速射{/c}対応。,A Steel Cree remade with a{j}different metal. {c03}Rapid fires{/c}{j}{c03}Normal S Lv2{/c} & {c03}Freeze S{/c}.
739,スティールキリーを異なる{j}金属でリメイク。{c03}LV2 通常弾{j}氷結弾{/c}が{c03}速射{/c}対応。,A Steel Cree remade with a{j}different ore. {c03}Rapid fires{/c}{j}{c03}Normal S Lv2{/c} & {c03}Freeze S{/c}.
